code,datetime,date,api,annee,mois,jour,url,fichier,taille,cahier
4624,1998-08-22 00:00,22 août 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806179,1998,8,22,http://collections.banq.qc.ca/retrieve/6699006,jrn03/devoir/src/1998/08/22/B/5226335_1998-08-22_B.pdf,10600908,B
4624,1998-08-22 00:00,22 août 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806180,1998,8,22,http://collections.banq.qc.ca/retrieve/6699009,jrn03/devoir/src/1998/08/22/C/5226335_1998-08-22_C.pdf,29193400,C
4625,1998-08-29 00:00,29 août 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806196,1998,8,29,http://collections.banq.qc.ca/retrieve/6699056,jrn03/devoir/src/1998/08/29/A/5226335_1998-08-29_A.pdf,10805969,A
4625,1998-08-29 00:00,29 août 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806197,1998,8,29,http://collections.banq.qc.ca/retrieve/6699059,jrn03/devoir/src/1998/08/29/B/5226335_1998-08-29_B.pdf,13165125,B
4625,1998-08-29 00:00,29 août 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806198,1998,8,29,http://collections.banq.qc.ca/retrieve/6699062,jrn03/devoir/src/1998/08/29/C/5226335_1998-08-29_C.pdf,10697190,C
4625,1998-08-29 00:00,29 août 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806199,1998,8,29,http://collections.banq.qc.ca/retrieve/6699065,jrn03/devoir/src/1998/08/29/D/5226335_1998-08-29_D.pdf,12829672,D
4626,1998-09-05 00:00,5 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806216,1998,9,5,http://collections.banq.qc.ca/retrieve/6699114,jrn03/devoir/src/1998/09/05/A/5226335_1998-09-05_A.pdf,12655056,A
4626,1998-09-05 00:00,5 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806217,1998,9,5,http://collections.banq.qc.ca/retrieve/6699117,jrn03/devoir/src/1998/09/05/B/5226335_1998-09-05_B.pdf,10106618,B
4626,1998-09-05 00:00,5 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806218,1998,9,5,http://collections.banq.qc.ca/retrieve/6699120,jrn03/devoir/src/1998/09/05/C/5226335_1998-09-05_C.pdf,11668830,C
4626,1998-09-05 00:00,5 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806219,1998,9,5,http://collections.banq.qc.ca/retrieve/6699123,jrn03/devoir/src/1998/09/05/D/5226335_1998-09-05_D.pdf,9794360,D
4626,1998-09-05 00:00,5 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806220,1998,9,5,http://collections.banq.qc.ca/retrieve/6699126,jrn03/devoir/src/1998/09/05/E/5226335_1998-09-05_E.pdf,4998389,E
4627,1998-09-12 00:00,12 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806235,1998,9,12,http://collections.banq.qc.ca/retrieve/6699169,jrn03/devoir/src/1998/09/12/A/5226335_1998-09-12_A.pdf,11593654,A
4627,1998-09-12 00:00,12 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806236,1998,9,12,http://collections.banq.qc.ca/retrieve/6699173,jrn03/devoir/src/1998/09/12/B/5226335_1998-09-12_B.pdf,9906669,B
4627,1998-09-12 00:00,12 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806237,1998,9,12,http://collections.banq.qc.ca/retrieve/6699176,jrn03/devoir/src/1998/09/12/C/5226335_1998-09-12_C.pdf,12928480,C
4627,1998-09-12 00:00,12 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806238,1998,9,12,http://collections.banq.qc.ca/retrieve/6699178,jrn03/devoir/src/1998/09/12/D/5226335_1998-09-12_D.pdf,9962583,D
4628,1998-09-19 00:00,19 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806255,1998,9,19,http://collections.banq.qc.ca/retrieve/6699225,jrn03/devoir/src/1998/09/19/A/5226335_1998-09-19_A.pdf,12567552,A
4628,1998-09-19 00:00,19 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806256,1998,9,19,http://collections.banq.qc.ca/retrieve/6699229,jrn03/devoir/src/1998/09/19/B/5226335_1998-09-19_B.pdf,11108239,B
4628,1998-09-19 00:00,19 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806257,1998,9,19,http://collections.banq.qc.ca/retrieve/6699232,jrn03/devoir/src/1998/09/19/C/5226335_1998-09-19_C.pdf,12705647,C
4628,1998-09-19 00:00,19 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806258,1998,9,19,http://collections.banq.qc.ca/retrieve/6699235,jrn03/devoir/src/1998/09/19/D/5226335_1998-09-19_D.pdf,10874859,D
4629,1998-09-26 00:00,26 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806275,1998,9,26,http://collections.banq.qc.ca/retrieve/6699284,jrn03/devoir/src/1998/09/26/A/5226335_1998-09-26_A.pdf,11810354,A
4629,1998-09-26 00:00,26 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806276,1998,9,26,http://collections.banq.qc.ca/retrieve/6699286,jrn03/devoir/src/1998/09/26/B/5226335_1998-09-26_B.pdf,10164618,B
4629,1998-09-26 00:00,26 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806277,1998,9,26,http://collections.banq.qc.ca/retrieve/6699288,jrn03/devoir/src/1998/09/26/C/5226335_1998-09-26_C.pdf,13235904,C
4629,1998-09-26 00:00,26 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806278,1998,9,26,http://collections.banq.qc.ca/retrieve/6699290,jrn03/devoir/src/1998/09/26/D/5226335_1998-09-26_D.pdf,10280766,D
4629,1998-09-26 00:00,26 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806279,1998,9,26,http://collections.banq.qc.ca/retrieve/6699292,jrn03/devoir/src/1998/09/26/E/5226335_1998-09-26_E.pdf,7027588,E
4629,1998-09-26 00:00,26 septembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806280,1998,9,26,http://collections.banq.qc.ca/retrieve/6699294,jrn03/devoir/src/1998/09/26/F/5226335_1998-09-26_F.pdf,6780660,F
4630,1998-10-03 00:00,3 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806297,1998,10,3,http://collections.banq.qc.ca/retrieve/6699344,jrn03/devoir/src/1998/10/03/A/5226335_1998-10-03_A.pdf,12138644,A
4630,1998-10-03 00:00,3 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806298,1998,10,3,http://collections.banq.qc.ca/retrieve/6699346,jrn03/devoir/src/1998/10/03/B/5226335_1998-10-03_B.pdf,11460738,B
4630,1998-10-03 00:00,3 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806299,1998,10,3,http://collections.banq.qc.ca/retrieve/6699349,jrn03/devoir/src/1998/10/03/C/5226335_1998-10-03_C.pdf,14540625,C
4630,1998-10-03 00:00,3 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806300,1998,10,3,http://collections.banq.qc.ca/retrieve/6699352,jrn03/devoir/src/1998/10/03/D/5226335_1998-10-03_D.pdf,11770069,D
4630,1998-10-03 00:00,3 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806301,1998,10,3,http://collections.banq.qc.ca/retrieve/6699355,jrn03/devoir/src/1998/10/03/E/5226335_1998-10-03_E.pdf,6212276,E
4630,1998-10-03 00:00,3 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806302,1998,10,3,http://collections.banq.qc.ca/retrieve/6699358,jrn03/devoir/src/1998/10/03/F/5226335_1998-10-03_F.pdf,4485482,F
4631,1998-10-10 00:00,10 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806319,1998,10,10,http://collections.banq.qc.ca/retrieve/6699406,jrn03/devoir/src/1998/10/10/A/5226335_1998-10-10_A.pdf,12981185,A
4631,1998-10-10 00:00,10 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806320,1998,10,10,http://collections.banq.qc.ca/retrieve/6699408,jrn03/devoir/src/1998/10/10/B/5226335_1998-10-10_B.pdf,9721217,B
4631,1998-10-10 00:00,10 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806321,1998,10,10,http://collections.banq.qc.ca/retrieve/6699413,jrn03/devoir/src/1998/10/10/C/5226335_1998-10-10_C.pdf,15911620,C
4631,1998-10-10 00:00,10 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806322,1998,10,10,http://collections.banq.qc.ca/retrieve/6699416,jrn03/devoir/src/1998/10/10/D/5226335_1998-10-10_D.pdf,9745358,D
4631,1998-10-10 00:00,10 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806323,1998,10,10,http://collections.banq.qc.ca/retrieve/6699418,jrn03/devoir/src/1998/10/10/E/5226335_1998-10-10_E.pdf,8743690,E
4632,1998-10-17 00:00,17 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806338,1998,10,17,http://collections.banq.qc.ca/retrieve/6699462,jrn03/devoir/src/1998/10/17/A/5226335_1998-10-17_A.pdf,14034918,A
4632,1998-10-17 00:00,17 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806339,1998,10,17,http://collections.banq.qc.ca/retrieve/6699466,jrn03/devoir/src/1998/10/17/B/5226335_1998-10-17_B.pdf,11551935,B
4632,1998-10-17 00:00,17 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806340,1998,10,17,http://collections.banq.qc.ca/retrieve/6699468,jrn03/devoir/src/1998/10/17/C/5226335_1998-10-17_C.pdf,14302278,C
4632,1998-10-17 00:00,17 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806341,1998,10,17,http://collections.banq.qc.ca/retrieve/6699470,jrn03/devoir/src/1998/10/17/D/5226335_1998-10-17_D.pdf,11413038,D
4632,1998-10-17 00:00,17 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806342,1998,10,17,http://collections.banq.qc.ca/retrieve/6699472,jrn03/devoir/src/1998/10/17/E/5226335_1998-10-17_E.pdf,6711207,E
4633,1998-10-24 00:00,24 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806360,1998,10,24,http://collections.banq.qc.ca/retrieve/6699521,jrn03/devoir/src/1998/10/24/A/5226335_1998-10-24_A.pdf,13809767,A
4633,1998-10-24 00:00,24 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806361,1998,10,24,http://collections.banq.qc.ca/retrieve/6699525,jrn03/devoir/src/1998/10/24/B/5226335_1998-10-24_B.pdf,11482932,B
4633,1998-10-24 00:00,24 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806362,1998,10,24,http://collections.banq.qc.ca/retrieve/6699528,jrn03/devoir/src/1998/10/24/C/5226335_1998-10-24_C.pdf,14671619,C
4633,1998-10-24 00:00,24 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806363,1998,10,24,http://collections.banq.qc.ca/retrieve/6699530,jrn03/devoir/src/1998/10/24/D/5226335_1998-10-24_D.pdf,11601158,D
4633,1998-10-24 00:00,24 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806364,1998,10,24,http://collections.banq.qc.ca/retrieve/6699533,jrn03/devoir/src/1998/10/24/E/5226335_1998-10-24_E.pdf,6492030,E
4634,1998-10-31 00:00,31 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806381,1998,10,31,http://collections.banq.qc.ca/retrieve/6699584,jrn03/devoir/src/1998/10/31/A/5226335_1998-10-31_A.pdf,13805965,A
4634,1998-10-31 00:00,31 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806382,1998,10,31,http://collections.banq.qc.ca/retrieve/6699588,jrn03/devoir/src/1998/10/31/B/5226335_1998-10-31_B.pdf,11933257,B
4634,1998-10-31 00:00,31 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806383,1998,10,31,http://collections.banq.qc.ca/retrieve/6699590,jrn03/devoir/src/1998/10/31/C/5226335_1998-10-31_C.pdf,14436135,C
4634,1998-10-31 00:00,31 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806384,1998,10,31,http://collections.banq.qc.ca/retrieve/6699592,jrn03/devoir/src/1998/10/31/D/5226335_1998-10-31_D.pdf,11392179,D
4634,1998-10-31 00:00,31 octobre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806385,1998,10,31,http://collections.banq.qc.ca/retrieve/6699594,jrn03/devoir/src/1998/10/31/E/5226335_1998-10-31_E.pdf,7284191,E
4635,1998-11-07 00:00,7 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806402,1998,11,7,http://collections.banq.qc.ca/retrieve/6699642,jrn03/devoir/src/1998/11/07/A/5226335_1998-11-07_A.pdf,13397902,A
4635,1998-11-07 00:00,7 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806403,1998,11,7,http://collections.banq.qc.ca/retrieve/6699644,jrn03/devoir/src/1998/11/07/B/5226335_1998-11-07_B.pdf,13613254,B
4635,1998-11-07 00:00,7 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806404,1998,11,7,http://collections.banq.qc.ca/retrieve/6699647,jrn03/devoir/src/1998/11/07/C/5226335_1998-11-07_C.pdf,14558352,C
4635,1998-11-07 00:00,7 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806405,1998,11,7,http://collections.banq.qc.ca/retrieve/6699649,jrn03/devoir/src/1998/11/07/D/5226335_1998-11-07_D.pdf,13038511,D
4636,1998-11-14 00:00,14 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806423,1998,11,14,http://collections.banq.qc.ca/retrieve/6699702,jrn03/devoir/src/1998/11/14/A/5226335_1998-11-14_A.pdf,15659433,A
4636,1998-11-14 00:00,14 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806424,1998,11,14,http://collections.banq.qc.ca/retrieve/6699704,jrn03/devoir/src/1998/11/14/B/5226335_1998-11-14_B.pdf,18054502,B
4636,1998-11-14 00:00,14 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806425,1998,11,14,http://collections.banq.qc.ca/retrieve/6699706,jrn03/devoir/src/1998/11/14/C/5226335_1998-11-14_C.pdf,16497828,C
4636,1998-11-14 00:00,14 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806426,1998,11,14,http://collections.banq.qc.ca/retrieve/6699710,jrn03/devoir/src/1998/11/14/D/5226335_1998-11-14_D.pdf,35200420,D
4637,1998-11-21 00:00,21 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806444,1998,11,21,http://collections.banq.qc.ca/retrieve/6699764,jrn03/devoir/src/1998/11/21/A/5226335_1998-11-21_A.pdf,15001142,A
4637,1998-11-21 00:00,21 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806445,1998,11,21,http://collections.banq.qc.ca/retrieve/6699766,jrn03/devoir/src/1998/11/21/B/5226335_1998-11-21_B.pdf,14873136,B
4637,1998-11-21 00:00,21 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806446,1998,11,21,http://collections.banq.qc.ca/retrieve/6699768,jrn03/devoir/src/1998/11/21/C/5226335_1998-11-21_C.pdf,15045024,C
4637,1998-11-21 00:00,21 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806447,1998,11,21,http://collections.banq.qc.ca/retrieve/6699771,jrn03/devoir/src/1998/11/21/D/5226335_1998-11-21_D.pdf,15145763,D
4637,1998-11-21 00:00,21 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806448,1998,11,21,http://collections.banq.qc.ca/retrieve/6699773,jrn03/devoir/src/1998/11/21/E/5226335_1998-11-21_E.pdf,6589673,E
4638,1998-11-28 00:00,28 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806465,1998,11,28,http://collections.banq.qc.ca/retrieve/6699823,jrn03/devoir/src/1998/11/28/A/5226335_1998-11-28_A.pdf,13415204,A
4638,1998-11-28 00:00,28 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806466,1998,11,28,http://collections.banq.qc.ca/retrieve/6699826,jrn03/devoir/src/1998/11/28/B/5226335_1998-11-28_B.pdf,9677469,B
4638,1998-11-28 00:00,28 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806467,1998,11,28,http://collections.banq.qc.ca/retrieve/6699829,jrn03/devoir/src/1998/11/28/C/5226335_1998-11-28_C.pdf,14865085,C
4638,1998-11-28 00:00,28 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806468,1998,11,28,http://collections.banq.qc.ca/retrieve/6699833,jrn03/devoir/src/1998/11/28/D/5226335_1998-11-28_D.pdf,9488247,D
4638,1998-11-28 00:00,28 novembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806469,1998,11,28,http://collections.banq.qc.ca/retrieve/6699835,jrn03/devoir/src/1998/11/28/E/5226335_1998-11-28_E.pdf,14200182,E
4639,1998-12-05 00:00,5 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806486,1998,12,5,http://collections.banq.qc.ca/retrieve/6699886,jrn03/devoir/src/1998/12/05/A/5226335_1998-12-05_A.pdf,12550860,A
4639,1998-12-05 00:00,5 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806487,1998,12,5,http://collections.banq.qc.ca/retrieve/6699889,jrn03/devoir/src/1998/12/05/B/5226335_1998-12-05_B.pdf,11380388,B
4639,1998-12-05 00:00,5 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806488,1998,12,5,http://collections.banq.qc.ca/retrieve/6699892,jrn03/devoir/src/1998/12/05/C/5226335_1998-12-05_C.pdf,14190823,C
4639,1998-12-05 00:00,5 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806489,1998,12,5,http://collections.banq.qc.ca/retrieve/6699895,jrn03/devoir/src/1998/12/05/D/5226335_1998-12-05_D.pdf,11116184,D
4639,1998-12-05 00:00,5 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806490,1998,12,5,http://collections.banq.qc.ca/retrieve/6699898,jrn03/devoir/src/1998/12/05/E/5226335_1998-12-05_E.pdf,8770130,E
4639,1998-12-05 00:00,5 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806491,1998,12,5,http://collections.banq.qc.ca/retrieve/6699901,jrn03/devoir/src/1998/12/05/F/5226335_1998-12-05_F.pdf,7126002,F
4640,1998-12-12 00:00,12 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806508,1998,12,12,http://collections.banq.qc.ca/retrieve/6699951,jrn03/devoir/src/1998/12/12/A/5226335_1998-12-12_A.pdf,11964662,A
4640,1998-12-12 00:00,12 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806509,1998,12,12,http://collections.banq.qc.ca/retrieve/6699954,jrn03/devoir/src/1998/12/12/B/5226335_1998-12-12_B.pdf,14592397,B
4640,1998-12-12 00:00,12 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806510,1998,12,12,http://collections.banq.qc.ca/retrieve/6699956,jrn03/devoir/src/1998/12/12/C/5226335_1998-12-12_C.pdf,12410594,C
4640,1998-12-12 00:00,12 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806511,1998,12,12,http://collections.banq.qc.ca/retrieve/6699958,jrn03/devoir/src/1998/12/12/D/5226335_1998-12-12_D.pdf,14923326,D
4641,1998-12-19 00:00,19 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806528,1998,12,19,http://collections.banq.qc.ca/retrieve/6700012,jrn03/devoir/src/1998/12/19/A/5226335_1998-12-19_A.pdf,11556592,A
4641,1998-12-19 00:00,19 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806529,1998,12,19,http://collections.banq.qc.ca/retrieve/6700014,jrn03/devoir/src/1998/12/19/B/5226335_1998-12-19_B.pdf,13429446,B
4641,1998-12-19 00:00,19 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806530,1998,12,19,http://collections.banq.qc.ca/retrieve/6700016,jrn03/devoir/src/1998/12/19/C/5226335_1998-12-19_C.pdf,12698001,C
4641,1998-12-19 00:00,19 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806531,1998,12,19,http://collections.banq.qc.ca/retrieve/6700018,jrn03/devoir/src/1998/12/19/D/5226335_1998-12-19_D.pdf,14108204,D
4641,1998-12-19 00:00,19 décembre 1998,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806532,1998,12,19,http://collections.banq.qc.ca/retrieve/6700020,jrn03/devoir/src/1998/12/19/E/5226335_1998-12-19_E.pdf,6712335,E
4644,1999-01-09 00:00,9 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806577,1999,1,9,http://collections.banq.qc.ca/retrieve/6700155,jrn03/devoir/src/1999/01/09/A/5226335_1999-01-09_A.pdf,10417197,A
4644,1999-01-09 00:00,9 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806578,1999,1,9,http://collections.banq.qc.ca/retrieve/6700158,jrn03/devoir/src/1999/01/09/B/5226335_1999-01-09_B.pdf,7613443,B
4644,1999-01-09 00:00,9 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806579,1999,1,9,http://collections.banq.qc.ca/retrieve/6700161,jrn03/devoir/src/1999/01/09/C/5226335_1999-01-09_C.pdf,10568041,C
4644,1999-01-09 00:00,9 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806580,1999,1,9,http://collections.banq.qc.ca/retrieve/6700165,jrn03/devoir/src/1999/01/09/D/5226335_1999-01-09_D.pdf,7197761,D
4644,1999-01-09 00:00,9 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806581,1999,1,9,http://collections.banq.qc.ca/retrieve/6700168,jrn03/devoir/src/1999/01/09/E/5226335_1999-01-09_E.pdf,10909504,E
4645,1999-01-16 00:00,16 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806598,1999,1,16,http://collections.banq.qc.ca/retrieve/6700215,jrn03/devoir/src/1999/01/16/A/5226335_1999-01-16_A.pdf,10183900,A
4645,1999-01-16 00:00,16 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806599,1999,1,16,http://collections.banq.qc.ca/retrieve/6700219,jrn03/devoir/src/1999/01/16/B/5226335_1999-01-16_B.pdf,7505946,B
4645,1999-01-16 00:00,16 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806600,1999,1,16,http://collections.banq.qc.ca/retrieve/6700222,jrn03/devoir/src/1999/01/16/C/5226335_1999-01-16_C.pdf,10627377,C
4645,1999-01-16 00:00,16 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806601,1999,1,16,http://collections.banq.qc.ca/retrieve/6700225,jrn03/devoir/src/1999/01/16/D/5226335_1999-01-16_D.pdf,7841803,D
4646,1999-01-23 00:00,23 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806619,1999,1,23,http://collections.banq.qc.ca/retrieve/6700276,jrn03/devoir/src/1999/01/23/A/5226335_1999-01-23_A.pdf,10970252,A
4646,1999-01-23 00:00,23 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806620,1999,1,23,http://collections.banq.qc.ca/retrieve/6700278,jrn03/devoir/src/1999/01/23/B/5226335_1999-01-23_B.pdf,14651302,B
4646,1999-01-23 00:00,23 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806621,1999,1,23,http://collections.banq.qc.ca/retrieve/6700281,jrn03/devoir/src/1999/01/23/C/5226335_1999-01-23_C.pdf,12997216,C
4646,1999-01-23 00:00,23 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806622,1999,1,23,http://collections.banq.qc.ca/retrieve/6700283,jrn03/devoir/src/1999/01/23/D/5226335_1999-01-23_D.pdf,7258896,D
4647,1999-01-30 00:00,30 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806639,1999,1,30,http://collections.banq.qc.ca/retrieve/6700333,jrn03/devoir/src/1999/01/30/A/5226335_1999-01-30_A.pdf,12019132,A
4647,1999-01-30 00:00,30 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806640,1999,1,30,http://collections.banq.qc.ca/retrieve/6700337,jrn03/devoir/src/1999/01/30/B/5226335_1999-01-30_B.pdf,11723775,B
4647,1999-01-30 00:00,30 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806641,1999,1,30,http://collections.banq.qc.ca/retrieve/6700340,jrn03/devoir/src/1999/01/30/C/5226335_1999-01-30_C.pdf,12739420,C
4647,1999-01-30 00:00,30 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806642,1999,1,30,http://collections.banq.qc.ca/retrieve/6700342,jrn03/devoir/src/1999/01/30/D/5226335_1999-01-30_D.pdf,11446302,D
4647,1999-01-30 00:00,30 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806643,1999,1,30,http://collections.banq.qc.ca/retrieve/6700345,jrn03/devoir/src/1999/01/30/E/5226335_1999-01-30_E.pdf,5444763,E
4647,1999-01-30 00:00,30 janvier 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806644,1999,1,30,http://collections.banq.qc.ca/retrieve/6700347,jrn03/devoir/src/1999/01/30/F/5226335_1999-01-30_F.pdf,5468785,F
4648,1999-02-06 00:00,6 février 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806661,1999,2,6,http://collections.banq.qc.ca/retrieve/6700395,jrn03/devoir/src/1999/02/06/A/5226335_1999-02-06_A.pdf,11891566,A
4648,1999-02-06 00:00,6 février 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806662,1999,2,6,http://collections.banq.qc.ca/retrieve/6700399,jrn03/devoir/src/1999/02/06/B/5226335_1999-02-06_B.pdf,9702806,B
4648,1999-02-06 00:00,6 février 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806663,1999,2,6,http://collections.banq.qc.ca/retrieve/6700402,jrn03/devoir/src/1999/02/06/C/5226335_1999-02-06_C.pdf,12928385,C
4648,1999-02-06 00:00,6 février 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806664,1999,2,6,http://collections.banq.qc.ca/retrieve/6700405,jrn03/devoir/src/1999/02/06/D/5226335_1999-02-06_D.pdf,9601936,D
4648,1999-02-06 00:00,6 février 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806665,1999,2,6,http://collections.banq.qc.ca/retrieve/6700408,jrn03/devoir/src/1999/02/06/E/5226335_1999-02-06_E.pdf,8989031,E
4649,1999-02-13 00:00,13 février 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806682,1999,2,13,http://collections.banq.qc.ca/retrieve/6700458,jrn03/devoir/src/1999/02/13/A/5226335_1999-02-13_A.pdf,13913596,A
4649,1999-02-13 00:00,13 février 1999,http://collections.banq.qc.ca/api/service-notice?handle=52327/2806683,1999,2,13,http://collections.banq.qc.ca/retrieve/6700461,jrn03/devoir/src/1999/02/13/B/5226335_1999-02-13_B.pdf,11246869,B
