code,datetime,date,api,annee,mois,jour,url,fichier,taille,cahier
1,1910-01-15 00:00,15 janvier 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2786846,1910,1,15,http://collections.banq.qc.ca/retrieve/6625725,jrn03/devoir/src/1910/01/15/5226335_1910-01-15.pdf,10545627,5
2,1910-01-22 00:00,22 janvier 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2786891,1910,1,22,http://collections.banq.qc.ca/retrieve/6625815,jrn03/devoir/src/1910/01/22/5226335_1910-01-22.pdf,10787614,5
3,1910-01-29 00:00,29 janvier 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2786905,1910,1,29,http://collections.banq.qc.ca/retrieve/6625843,jrn03/devoir/src/1910/01/29/5226335_1910-01-29.pdf,10820386,5
4,1910-02-05 00:00,5 février 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2786949,1910,2,5,http://collections.banq.qc.ca/retrieve/6625929,jrn03/devoir/src/1910/02/05/5226335_1910-02-05.pdf,10685482,5
5,1910-02-12 00:00,12 février 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2786971,1910,2,12,http://collections.banq.qc.ca/retrieve/6625975,jrn03/devoir/src/1910/02/12/5226335_1910-02-12.pdf,10388830,5
6,1910-02-19 00:00,19 février 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787011,1910,2,19,http://collections.banq.qc.ca/retrieve/6626055,jrn03/devoir/src/1910/02/19/5226335_1910-02-19.pdf,10257726,5
7,1910-02-26 00:00,26 février 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787044,1910,2,26,http://collections.banq.qc.ca/retrieve/6626121,jrn03/devoir/src/1910/02/26/5226335_1910-02-26.pdf,10022443,5
8,1910-03-05 00:00,5 mars 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787061,1910,3,5,http://collections.banq.qc.ca/retrieve/6626155,jrn03/devoir/src/1910/03/05/5226335_1910-03-05.pdf,9970651,5
9,1910-03-12 00:00,12 mars 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787094,1910,3,12,http://collections.banq.qc.ca/retrieve/6626220,jrn03/devoir/src/1910/03/12/5226335_1910-03-12.pdf,9996672,5
10,1910-03-19 00:00,19 mars 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787111,1910,3,19,http://collections.banq.qc.ca/retrieve/6626255,jrn03/devoir/src/1910/03/19/5226335_1910-03-19.pdf,9794383,5
11,1910-03-26 00:00,26 mars 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787141,1910,3,26,http://collections.banq.qc.ca/retrieve/6626315,jrn03/devoir/src/1910/03/26/5226335_1910-03-26.pdf,10206375,5
12,1910-04-02 00:00,2 avril 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787160,1910,4,2,http://collections.banq.qc.ca/retrieve/6626353,jrn03/devoir/src/1910/04/02/5226335_1910-04-02.pdf,9767162,5
13,1910-04-09 00:00,9 avril 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787184,1910,4,9,http://collections.banq.qc.ca/retrieve/6626401,jrn03/devoir/src/1910/04/09/5226335_1910-04-09.pdf,13714366,5
14,1910-04-16 00:00,16 avril 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787202,1910,4,16,http://collections.banq.qc.ca/retrieve/6626437,jrn03/devoir/src/1910/04/16/5226335_1910-04-16.pdf,13892938,5
15,1910-04-23 00:00,23 avril 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787221,1910,4,23,http://collections.banq.qc.ca/retrieve/6626475,jrn03/devoir/src/1910/04/23/5226335_1910-04-23.pdf,10311947,5
16,1910-04-30 00:00,30 avril 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787242,1910,4,30,http://collections.banq.qc.ca/retrieve/6626517,jrn03/devoir/src/1910/04/30/5226335_1910-04-30.pdf,10332145,5
17,1910-05-07 00:00,7 mai 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787263,1910,5,7,http://collections.banq.qc.ca/retrieve/6626559,jrn03/devoir/src/1910/05/07/5226335_1910-05-07.pdf,13370212,5
18,1910-05-14 00:00,14 mai 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787277,1910,5,14,http://collections.banq.qc.ca/retrieve/6626587,jrn03/devoir/src/1910/05/14/5226335_1910-05-14.pdf,9532404,5
19,1910-05-21 00:00,21 mai 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787294,1910,5,21,http://collections.banq.qc.ca/retrieve/6626621,jrn03/devoir/src/1910/05/21/5226335_1910-05-21.pdf,9892513,5
20,1910-05-28 00:00,28 mai 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787312,1910,5,28,http://collections.banq.qc.ca/retrieve/6626657,jrn03/devoir/src/1910/05/28/5226335_1910-05-28.pdf,13166225,5
21,1910-06-04 00:00,4 juin 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787336,1910,6,4,http://collections.banq.qc.ca/retrieve/6626705,jrn03/devoir/src/1910/06/04/5226335_1910-06-04.pdf,13217872,5
22,1910-06-11 00:00,11 juin 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787377,1910,6,11,http://collections.banq.qc.ca/retrieve/6626787,jrn03/devoir/src/1910/06/11/5226335_1910-06-11.pdf,13576717,5
23,1910-06-18 00:00,18 juin 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787396,1910,6,18,http://collections.banq.qc.ca/retrieve/6626823,jrn03/devoir/src/1910/06/18/5226335_1910-06-18.pdf,9636476,5
24,1910-06-25 00:00,25 juin 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787424,1910,6,25,http://collections.banq.qc.ca/retrieve/6626881,jrn03/devoir/src/1910/06/25/5226335_1910-06-25.pdf,13218609,5
25,1910-07-02 00:00,2 juillet 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787452,1910,7,2,http://collections.banq.qc.ca/retrieve/6626937,jrn03/devoir/src/1910/07/02/5226335_1910-07-02.pdf,13363625,5
26,1910-07-09 00:00,9 juillet 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787471,1910,7,9,http://collections.banq.qc.ca/retrieve/6626975,jrn03/devoir/src/1910/07/09/5226335_1910-07-09.pdf,10439894,5
27,1910-07-16 00:00,16 juillet 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787514,1910,7,16,http://collections.banq.qc.ca/retrieve/6627061,jrn03/devoir/src/1910/07/16/5226335_1910-07-16.pdf,10074500,5
28,1910-07-23 00:00,23 juillet 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787542,1910,7,23,http://collections.banq.qc.ca/retrieve/6627117,jrn03/devoir/src/1910/07/23/5226335_1910-07-23.pdf,9851826,5
29,1910-07-30 00:00,30 juillet 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787571,1910,7,30,http://collections.banq.qc.ca/retrieve/6627175,jrn03/devoir/src/1910/07/30/5226335_1910-07-30.pdf,10059125,5
30,1910-08-06 00:00,6 août 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787625,1910,8,6,http://collections.banq.qc.ca/retrieve/6627283,jrn03/devoir/src/1910/08/06/5226335_1910-08-06.pdf,12143269,5
31,1910-08-13 00:00,13 août 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787639,1910,8,13,http://collections.banq.qc.ca/retrieve/6627310,jrn03/devoir/src/1910/08/13/5226335_1910-08-13.pdf,12987443,5
32,1910-08-20 00:00,20 août 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787654,1910,8,20,http://collections.banq.qc.ca/retrieve/6627341,jrn03/devoir/src/1910/08/20/5226335_1910-08-20.pdf,12894541,5
33,1910-08-27 00:00,27 août 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787677,1910,8,27,http://collections.banq.qc.ca/retrieve/6627387,jrn03/devoir/src/1910/08/27/5226335_1910-08-27.pdf,13313517,5
34,1910-09-03 00:00,3 septembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787703,1910,9,3,http://collections.banq.qc.ca/retrieve/6627439,jrn03/devoir/src/1910/09/03/5226335_1910-09-03.pdf,18019146,5
35,1910-09-10 00:00,10 septembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787724,1910,9,10,http://collections.banq.qc.ca/retrieve/6627481,jrn03/devoir/src/1910/09/10/5226335_1910-09-10.pdf,12595901,5
36,1910-09-17 00:00,17 septembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787743,1910,9,17,http://collections.banq.qc.ca/retrieve/6627519,jrn03/devoir/src/1910/09/17/5226335_1910-09-17.pdf,12984456,5
37,1910-09-24 00:00,24 septembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787757,1910,9,24,http://collections.banq.qc.ca/retrieve/6627547,jrn03/devoir/src/1910/09/24/5226335_1910-09-24.pdf,12593163,5
38,1910-10-01 00:00,1 octobre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787773,1910,10,1,http://collections.banq.qc.ca/retrieve/6627579,jrn03/devoir/src/1910/10/01/5226335_1910-10-01.pdf,9973967,5
39,1910-10-08 00:00,8 octobre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787791,1910,10,8,http://collections.banq.qc.ca/retrieve/6627615,jrn03/devoir/src/1910/10/08/5226335_1910-10-08.pdf,12585519,5
40,1910-10-15 00:00,15 octobre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787823,1910,10,15,http://collections.banq.qc.ca/retrieve/6627679,jrn03/devoir/src/1910/10/15/5226335_1910-10-15.pdf,11982196,5
41,1910-10-22 00:00,22 octobre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787837,1910,10,22,http://collections.banq.qc.ca/retrieve/6627707,jrn03/devoir/src/1910/10/22/5226335_1910-10-22.pdf,12260672,5
42,1910-10-29 00:00,29 octobre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787853,1910,10,29,http://collections.banq.qc.ca/retrieve/6627739,jrn03/devoir/src/1910/10/29/5226335_1910-10-29.pdf,12604526,5
43,1910-11-05 00:00,5 novembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787915,1910,11,5,http://collections.banq.qc.ca/retrieve/6627863,jrn03/devoir/src/1910/11/05/5226335_1910-11-05.pdf,13601418,5
44,1910-11-12 00:00,12 novembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787942,1910,11,12,http://collections.banq.qc.ca/retrieve/6627917,jrn03/devoir/src/1910/11/12/5226335_1910-11-12.pdf,12477846,5
45,1910-11-19 00:00,19 novembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787958,1910,11,19,http://collections.banq.qc.ca/retrieve/6627949,jrn03/devoir/src/1910/11/19/5226335_1910-11-19.pdf,12728097,5
46,1910-11-26 00:00,26 novembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787978,1910,11,26,http://collections.banq.qc.ca/retrieve/6627988,jrn03/devoir/src/1910/11/26/5226335_1910-11-26.pdf,12892586,5
47,1910-12-03 00:00,3 décembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2787999,1910,12,3,http://collections.banq.qc.ca/retrieve/6628031,jrn03/devoir/src/1910/12/03/5226335_1910-12-03.pdf,13687842,5
48,1910-12-10 00:00,10 décembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788020,1910,12,10,http://collections.banq.qc.ca/retrieve/6628074,jrn03/devoir/src/1910/12/10/5226335_1910-12-10.pdf,21141594,5
49,1910-12-17 00:00,17 décembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788042,1910,12,17,http://collections.banq.qc.ca/retrieve/6628117,jrn03/devoir/src/1910/12/17/5226335_1910-12-17.pdf,20165084,5
50,1910-12-24 00:00,24 décembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788085,1910,12,24,http://collections.banq.qc.ca/retrieve/6628201,jrn03/devoir/src/1910/12/24/5226335_1910-12-24.pdf,12985301,5
51,1910-12-31 00:00,31 décembre 1910,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788112,1910,12,31,http://collections.banq.qc.ca/retrieve/6628257,jrn03/devoir/src/1910/12/31/5226335_1910-12-31.pdf,12029257,5
52,1911-01-07 00:00,7 janvier 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788141,1911,1,7,http://collections.banq.qc.ca/retrieve/6628315,jrn03/devoir/src/1911/01/07/5226335_1911-01-07.pdf,10408159,5
53,1911-01-14 00:00,14 janvier 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788168,1911,1,14,http://collections.banq.qc.ca/retrieve/6628369,jrn03/devoir/src/1911/01/14/5226335_1911-01-14.pdf,13241755,5
54,1911-01-21 00:00,21 janvier 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788181,1911,1,21,http://collections.banq.qc.ca/retrieve/6628395,jrn03/devoir/src/1911/01/21/5226335_1911-01-21.pdf,14159257,5
55,1911-01-28 00:00,28 janvier 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788208,1911,1,28,http://collections.banq.qc.ca/retrieve/6628447,jrn03/devoir/src/1911/01/28/5226335_1911-01-28.pdf,14627686,5
56,1911-02-04 00:00,4 février 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788222,1911,2,4,http://collections.banq.qc.ca/retrieve/6628476,jrn03/devoir/src/1911/02/04/5226335_1911-02-04.pdf,14783685,5
57,1911-02-11 00:00,11 février 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788258,1911,2,11,http://collections.banq.qc.ca/retrieve/6628549,jrn03/devoir/src/1911/02/11/5226335_1911-02-11.pdf,14548446,5
58,1911-02-18 00:00,18 février 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788291,1911,2,18,http://collections.banq.qc.ca/retrieve/6628615,jrn03/devoir/src/1911/02/18/5226335_1911-02-18.pdf,14266599,5
59,1911-02-25 00:00,25 février 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788347,1911,2,25,http://collections.banq.qc.ca/retrieve/6628705,jrn03/devoir/src/1911/02/25/5226335_1911-02-25.pdf,14764535,5
60,1911-03-04 00:00,4 mars 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788368,1911,3,4,http://collections.banq.qc.ca/retrieve/6628748,jrn03/devoir/src/1911/03/04/5226335_1911-03-04.pdf,14618530,5
61,1911-03-11 00:00,11 mars 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788382,1911,3,11,http://collections.banq.qc.ca/retrieve/6628776,jrn03/devoir/src/1911/03/11/5226335_1911-03-11.pdf,13878563,5
62,1911-03-18 00:00,18 mars 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788396,1911,3,18,http://collections.banq.qc.ca/retrieve/6628804,jrn03/devoir/src/1911/03/18/5226335_1911-03-18.pdf,14721185,5
63,1911-03-25 00:00,25 mars 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788408,1911,3,25,http://collections.banq.qc.ca/retrieve/6628828,jrn03/devoir/src/1911/03/25/5226335_1911-03-25.pdf,14025349,5
64,1911-04-01 00:00,1 avril 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788429,1911,4,1,http://collections.banq.qc.ca/retrieve/6628870,jrn03/devoir/src/1911/04/01/5226335_1911-04-01.pdf,14341188,5
65,1911-04-08 00:00,8 avril 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788447,1911,4,8,http://collections.banq.qc.ca/retrieve/6628905,jrn03/devoir/src/1911/04/08/5226335_1911-04-08.pdf,13637015,5
66,1911-04-15 00:00,15 avril 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788461,1911,4,15,http://collections.banq.qc.ca/retrieve/6628934,jrn03/devoir/src/1911/04/15/5226335_1911-04-15.pdf,14938865,5
67,1911-04-22 00:00,22 avril 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788484,1911,4,22,http://collections.banq.qc.ca/retrieve/6628980,jrn03/devoir/src/1911/04/22/5226335_1911-04-22.pdf,14257916,5
68,1911-04-29 00:00,29 avril 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788516,1911,4,29,http://collections.banq.qc.ca/retrieve/6629044,jrn03/devoir/src/1911/04/29/5226335_1911-04-29.pdf,14307409,5
69,1911-05-06 00:00,6 mai 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788562,1911,5,6,http://collections.banq.qc.ca/retrieve/6629135,jrn03/devoir/src/1911/05/06/5226335_1911-05-06.pdf,14102684,5
70,1911-05-13 00:00,13 mai 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788581,1911,5,13,http://collections.banq.qc.ca/retrieve/6629174,jrn03/devoir/src/1911/05/13/5226335_1911-05-13.pdf,13957138,5
71,1911-05-20 00:00,20 mai 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788605,1911,5,20,http://collections.banq.qc.ca/retrieve/6629223,jrn03/devoir/src/1911/05/20/5226335_1911-05-20.pdf,14389029,5
72,1911-05-27 00:00,27 mai 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788638,1911,5,27,http://collections.banq.qc.ca/retrieve/6629288,jrn03/devoir/src/1911/05/27/5226335_1911-05-27.pdf,14356510,5
73,1911-06-03 00:00,3 juin 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788658,1911,6,3,http://collections.banq.qc.ca/retrieve/6629328,jrn03/devoir/src/1911/06/03/5226335_1911-06-03.pdf,14307430,5
74,1911-06-10 00:00,10 juin 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788677,1911,6,10,http://collections.banq.qc.ca/retrieve/6629366,jrn03/devoir/src/1911/06/10/5226335_1911-06-10.pdf,14201980,5
75,1911-06-17 00:00,17 juin 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788706,1911,6,17,http://collections.banq.qc.ca/retrieve/6629424,jrn03/devoir/src/1911/06/17/5226335_1911-06-17.pdf,13992254,5
76,1911-06-24 00:00,24 juin 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788736,1911,6,24,http://collections.banq.qc.ca/retrieve/6629484,jrn03/devoir/src/1911/06/24/5226335_1911-06-24.pdf,14268257,5
77,1911-07-01 00:00,1 juillet 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788762,1911,7,1,http://collections.banq.qc.ca/retrieve/6629536,jrn03/devoir/src/1911/07/01/5226335_1911-07-01.pdf,14476006,5
78,1911-07-08 00:00,8 juillet 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788780,1911,7,8,http://collections.banq.qc.ca/retrieve/6629572,jrn03/devoir/src/1911/07/08/5226335_1911-07-08.pdf,13761592,5
79,1911-07-15 00:00,15 juillet 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788793,1911,7,15,http://collections.banq.qc.ca/retrieve/6629598,jrn03/devoir/src/1911/07/15/5226335_1911-07-15.pdf,14440766,5
80,1911-07-22 00:00,22 juillet 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788811,1911,7,22,http://collections.banq.qc.ca/retrieve/6629634,jrn03/devoir/src/1911/07/22/5226335_1911-07-22.pdf,14377936,5
81,1911-07-29 00:00,29 juillet 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788866,1911,7,29,http://collections.banq.qc.ca/retrieve/6629744,jrn03/devoir/src/1911/07/29/5226335_1911-07-29.pdf,13865655,5
82,1911-08-05 00:00,5 août 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788879,1911,8,5,http://collections.banq.qc.ca/retrieve/6629768,jrn03/devoir/src/1911/08/05/5226335_1911-08-05.pdf,12984255,5
83,1911-08-12 00:00,12 août 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788905,1911,8,12,http://collections.banq.qc.ca/retrieve/6629824,jrn03/devoir/src/1911/08/12/5226335_1911-08-12.pdf,13105231,5
84,1911-08-19 00:00,19 août 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788927,1911,8,19,http://collections.banq.qc.ca/retrieve/6629866,jrn03/devoir/src/1911/08/19/5226335_1911-08-19.pdf,13346207,5
85,1911-08-26 00:00,26 août 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788939,1911,8,26,http://collections.banq.qc.ca/retrieve/6629890,jrn03/devoir/src/1911/08/26/5226335_1911-08-26.pdf,13738102,5
86,1911-09-02 00:00,2 septembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2788970,1911,9,2,http://collections.banq.qc.ca/retrieve/6629952,jrn03/devoir/src/1911/09/02/5226335_1911-09-02.pdf,13249909,5
87,1911-09-09 00:00,9 septembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789030,1911,9,9,http://collections.banq.qc.ca/retrieve/6630072,jrn03/devoir/src/1911/09/09/5226335_1911-09-09.pdf,13102014,5
88,1911-09-16 00:00,16 septembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789073,1911,9,16,http://collections.banq.qc.ca/retrieve/6630142,jrn03/devoir/src/1911/09/16/5226335_1911-09-16.pdf,12836155,5
89,1911-09-23 00:00,23 septembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789105,1911,9,23,http://collections.banq.qc.ca/retrieve/6630201,jrn03/devoir/src/1911/09/23/5226335_1911-09-23.pdf,13819824,5
90,1911-09-30 00:00,30 septembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789120,1911,9,30,http://collections.banq.qc.ca/retrieve/6630231,jrn03/devoir/src/1911/09/30/5226335_1911-09-30.pdf,12501538,5
91,1911-10-07 00:00,7 octobre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789157,1911,10,7,http://collections.banq.qc.ca/retrieve/6630305,jrn03/devoir/src/1911/10/07/5226335_1911-10-07.pdf,13306668,5
92,1911-10-14 00:00,14 octobre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789192,1911,10,14,http://collections.banq.qc.ca/retrieve/6630375,jrn03/devoir/src/1911/10/14/5226335_1911-10-14.pdf,12681504,5
93,1911-10-21 00:00,21 octobre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789205,1911,10,21,http://collections.banq.qc.ca/retrieve/6630401,jrn03/devoir/src/1911/10/21/5226335_1911-10-21.pdf,12979048,5
94,1911-10-28 00:00,28 octobre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789219,1911,10,28,http://collections.banq.qc.ca/retrieve/6630429,jrn03/devoir/src/1911/10/28/5226335_1911-10-28.pdf,13579209,5
95,1911-11-04 00:00,4 novembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789257,1911,11,4,http://collections.banq.qc.ca/retrieve/6630505,jrn03/devoir/src/1911/11/04/5226335_1911-11-04.pdf,13082016,5
96,1911-11-11 00:00,11 novembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789274,1911,11,11,http://collections.banq.qc.ca/retrieve/6630535,jrn03/devoir/src/1911/11/11/5226335_1911-11-11.pdf,13173260,5
97,1911-11-18 00:00,18 novembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789297,1911,11,18,http://collections.banq.qc.ca/retrieve/6630585,jrn03/devoir/src/1911/11/18/5226335_1911-11-18.pdf,12966381,5
98,1911-11-25 00:00,25 novembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789323,1911,11,25,http://collections.banq.qc.ca/retrieve/6630637,jrn03/devoir/src/1911/11/25/5226335_1911-11-25.pdf,13074534,5
99,1911-12-02 00:00,2 décembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789346,1911,12,2,http://collections.banq.qc.ca/retrieve/6630683,jrn03/devoir/src/1911/12/02/5226335_1911-12-02.pdf,12949979,5
100,1911-12-09 00:00,9 décembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789364,1911,12,9,http://collections.banq.qc.ca/retrieve/6630718,jrn03/devoir/src/1911/12/09/5226335_1911-12-09.pdf,13231744,5
101,1911-12-16 00:00,16 décembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789382,1911,12,16,http://collections.banq.qc.ca/retrieve/6630755,jrn03/devoir/src/1911/12/16/5226335_1911-12-16.pdf,13005078,5
102,1911-12-23 00:00,23 décembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789415,1911,12,23,http://collections.banq.qc.ca/retrieve/6630822,jrn03/devoir/src/1911/12/23/5226335_1911-12-23.pdf,19313076,5
103,1911-12-30 00:00,30 décembre 1911,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789437,1911,12,30,http://collections.banq.qc.ca/retrieve/6630865,jrn03/devoir/src/1911/12/30/5226335_1911-12-30.pdf,12691757,5
105,1912-01-13 00:00,13 janvier 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789477,1912,1,13,http://collections.banq.qc.ca/retrieve/6630945,jrn03/devoir/src/1912/01/13/5226335_1912-01-13.pdf,13100612,5
106,1912-01-20 00:00,20 janvier 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789497,1912,1,20,http://collections.banq.qc.ca/retrieve/6630985,jrn03/devoir/src/1912/01/20/5226335_1912-01-20.pdf,13889623,5
107,1912-01-27 00:00,27 janvier 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789539,1912,1,27,http://collections.banq.qc.ca/retrieve/6631069,jrn03/devoir/src/1912/01/27/5226335_1912-01-27.pdf,12777775,5
108,1912-02-03 00:00,3 février 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789549,1912,2,3,http://collections.banq.qc.ca/retrieve/6631089,jrn03/devoir/src/1912/02/03/5226335_1912-02-03.pdf,13417445,5
109,1912-02-10 00:00,10 février 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789578,1912,2,10,http://collections.banq.qc.ca/retrieve/6631147,jrn03/devoir/src/1912/02/10/5226335_1912-02-10.pdf,12405990,5
110,1912-02-17 00:00,17 février 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789618,1912,2,17,http://collections.banq.qc.ca/retrieve/6631227,jrn03/devoir/src/1912/02/17/5226335_1912-02-17.pdf,12809374,5
111,1912-02-24 00:00,24 février 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789657,1912,2,24,http://collections.banq.qc.ca/retrieve/6631305,jrn03/devoir/src/1912/02/24/5226335_1912-02-24.pdf,13403232,5
112,1912-03-02 00:00,2 mars 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789681,1912,3,2,http://collections.banq.qc.ca/retrieve/6631353,jrn03/devoir/src/1912/03/02/5226335_1912-03-02.pdf,12560135,5
113,1912-03-09 00:00,9 mars 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789699,1912,3,9,http://collections.banq.qc.ca/retrieve/6631389,jrn03/devoir/src/1912/03/09/5226335_1912-03-09.pdf,12653979,5
114,1912-03-16 00:00,16 mars 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789720,1912,3,16,http://collections.banq.qc.ca/retrieve/6631432,jrn03/devoir/src/1912/03/16/5226335_1912-03-16.pdf,12848550,5
115,1912-03-23 00:00,23 mars 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789776,1912,3,23,http://collections.banq.qc.ca/retrieve/6631521,jrn03/devoir/src/1912/03/23/5226335_1912-03-23.pdf,18712508,5
116,1912-03-30 00:00,30 mars 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789829,1912,3,30,http://collections.banq.qc.ca/retrieve/6631628,jrn03/devoir/src/1912/03/30/5226335_1912-03-30.pdf,12837450,5
